기간,자치구,동,총전입,총전출,구내전입,구내전출,구간전입,구간전출,시/도간전입,시/도간전출
2015,강동구,상일동,3766,6237,2462,2273,541,1128,763,2836
2015,강동구,명일1동,3192,7952,1885,4337,580,1399,727,2216
2015,강동구,명일2동,2828,2996,1726,1295,404,684,698,1017
2015,강동구,고덕1동,2715,3086,1398,1162,683,630,634,1294
2015,강동구,고덕2동,1217,8985,599,4956,267,1459,351,2570
2015,강동구,암사2동,2687,2984,1258,1095,847,833,582,1056
2015,강동구,암사3동,3094,3040,1673,1253,775,784,646,1003
2015,강동구,천호1동,5120,6151,3345,3044,802,1073,973,2034
2015,강동구,천호3동,4978,5198,2495,2256,1266,1167,1217,1775
2015,강동구,성내1동,3115,3327,1185,1086,1148,1060,782,1181
2015,강동구,성내2동,4418,4971,1887,1663,1340,1430,1191,1878
2015,강동구,성내3동,4089,4394,1817,1531,1163,1175,1109,1688
2015,강동구,둔촌1동,2925,3309,1158,854,1082,1220,685,1235
2015,강동구,둔촌2동,4040,4593,1752,1471,1176,1175,1112,1947
2015,강동구,암사1동,6328,7068,3683,2900,1336,1461,1309,2707
2015,강동구,천호2동,6468,6790,2888,2450,1789,1728,1791,2612
2015,강동구,길동,8694,8810,4393,2996,2126,2150,2175,3664
2016,합계,합계,1515602,1655859,487722,487722,574193,574193,453687,593944
2016,종로구,소계,23604,26386,4145,4145,11135,13913,8324,8328
2016,종로구,사직동,1725,1790,290,301,928,988,507,501
2016,종로구,삼청동,348,420,60,76,191,207,97,137
2016,종로구,부암동,1415,1651,381,349,660,799,374,503
2016,종로구,평창동,2667,2664,408,332,1320,1452,939,880
2016,종로구,무악동,1071,1187,131,86,678,729,262,372
2016,종로구,교남동,691,839,153,110,347,467,191,262
2016,종로구,가회동,564,779,73,136,306,415,185,228
2016,종로구,종로1.2.3.4가동,1757,1909,128,250,856,974,773,685
2016,종로구,종로5·6가동,920,1137,163,281,342,493,415,363
2016,종로구,이화동,1507,1800,245,294,627,958,635,548
2016,종로구,창신1동,865,1099,262,321,372,510,231,268
2016,종로구,창신2동,953,1240,282,299,431,586,240,355
2016,종로구,창신3동,1030,1272,239,247,512,671,279,354
2016,종로구,숭인1동,1018,1137,299,244,471,579,248,314
2016,종로구,숭인2동,2108,1972,277,119,1058,1229,773,624
2016,종로구,청운효자동,1756,2163,380,493,765,1027,611,643
2016,종로구,혜화동,3209,3327,374,207,1271,1829,1564,1291
2016,중구,소계,20595,21655,3844,3844,10582,11618,6169,6193
2016,중구,소공동,985,313,40,22,711,193,234,98
2016,중구,회현동,884,1005,40,109,514,605,330,291
2016,중구,명동,494,520,57,52,283,300,154,168
2016,중구,필동,747,867,97,117,307,431,343,319
2016,중구,장충동,924,1158,137,240,286,501,501,417
2016,중구,광희동,989,894,205,165,457,453,327,276
2016,중구,을지로동,351,379,44,46,188,210,119,123
2016,중구,신당5동,1528,1881,398,429,785,1018,345,434
2016,중구,황학동,2298,2436,298,312,1285,1470,715,654
2016,중구,중림동,1401,1471,66,65,907,927,428,479
2016,중구,신당동,1834,1551,444,475,892,680,498,396
2016,중구,다산동,2221,2420,555,561,997,1138,669,721
2016,중구,약수동,2388,2718,423,382,1268,1557,697,779
2016,중구,청구동,1927,2343,537,453,928,1264,462,626
2016,중구,동화동,1624,1699,503,416,774,871,347,412
2016,용산구,소계,34124,38615,7881,7881,14917,17371,11326,13363
2016,용산구,후암동,2392,2828,674,605,922,1134,796,1089
2016,용산구,용산2가동,1372,1860,380,444,520,735,472,681
2016,용산구,남영동,1789,1810,369,379,829,834,591,597
2016,용산구,원효로2동,1906,2173,520,440,901,1031,485,702
2016,용산구,효창동,1476,1740,455,465,643,729,378,546
2016,용산구,용문동,1767,2001,507,545,777,845,483,611
2016,용산구,이촌1동,3313,3481,676,605,1773,1785,864,1091
2016,용산구,이촌2동,1149,1478,367,405,456,558,326,515
2016,용산구,이태원1동,1155,1358,346,412,439,481,370,465
2016,용산구,이태원2동,1252,1595,268,381,542,681,442,533
2016,용산구,서빙고동,2380,2293,475,422,736,866,1169,1005
2016,용산구,보광동,2063,2487,599,508,719,1058,745,921
2016,용산구,청파동,3196,3694,462,476,1391,1813,1343,1405
2016,용산구,원효로1동,3053,2837,826,603,1315,1255,912,979
2016,용산구,한강로동,2748,2854,514,613,1292,1321,942,920
2016,용산구,한남동,3113,4126,443,578,1662,2245,1008,1303
2016,성동구,소계,47629,46986,11320,11320,23322,20542,12987,15124
2016,성동구,왕십리2동,2759,2408,796,727,1364,971,599,710
2016,성동구,마장동,3087,3715,702,807,1224,1589,1161,1319
2016,성동구,사근동,2348,2674,332,541,594,1050,1422,1083
2016,성동구,행당1동,2012,2495,617,827,794,999,601,669
2016,성동구,행당2동,2898,3418,713,1015,1460,1375,725,1028
2016,성동구,응봉동,2225,2428,831,811,934,900,460,717
2016,성동구,금호1가동,1468,1859,545,679,606,659,317,521
2016,성동구,금호4가동,2260,2561,556,838,1117,1055,587,668
2016,성동구,성수1가1동,2442,2833,633,788,1122,1099,687,946
2016,성동구,성수1가2동,2463,3053,575,735,1112,1293,776,1025
2016,성동구,성수2가1동,2321,2974,591,560,1020,1360,710,1054
2016,성동구,성수2가3동,2111,2225,474,437,964,1010,673,778
2016,성동구,송정동,1763,1820,320,150,1039,1077,404,593
2016,성동구,용답동,2370,2498,238,156,1439,1532,693,810
2016,성동구,왕십리도선동,4929,2997,1133,579,2824,1478,972,940
2016,성동구,금호2.3가동,5279,3442,1428,1010,2804,1297,1047,1135
2016,성동구,옥수동,4894,3586,836,660,2905,1798,1153,1128
2016,광진구,소계,55362,60446,16943,16943,21257,21770,17162,21733
2016,광진구,화양동,5550,5611,632,1098,1685,2249,3233,2264
2016,광진구,군자동,3508,3895,825,968,1471,1546,1212,1381
2016,광진구,중곡1동,2728,3029,964,970,1113,1062,651,997
2016,광진구,중곡2동,3855,3747,1558,1254,1409,1225,888,1268
2016,광진구,중곡3동,2921,3151,911,832,1361,1342,649,977
2016,광진구,중곡4동,4284,4701,1573,1437,1674,1621,1037,1643
2016,광진구,능동,2300,2463,676,737,929,906,695,820
2016,광진구,구의1동,4156,4390,1289,1408,1433,1445,1434,1537
2016,광진구,구의2동,3445,3537,1415,1076,1208,1138,822,1323
2016,광진구,구의3동,4087,4561,1359,1193,1520,1575,1208,1793
2016,광진구,광장동,4302,4756,880,940,2166,1927,1256,1889
2016,광진구,자양1동,4036,4187,1622,1454,1285,1285,1129,1448
2016,광진구,자양2동,3740,4245,1547,1304,1239,1387,954,1554
2016,광진구,자양3동,3643,4515,1090,1215,1548,1762,1005,1538
2016,광진구,자양4동,2807,3658,602,1057,1216,1300,989,1301
2016,동대문구,소계,49591,55622,14207,14207,19652,22181,15732,19234
2016,동대문구,회기동,2081,2332,502,555,566,879,1013,898
2016,동대문구,휘경1동,2385,3133,801,927,692,1207,892,999
2016,동대문구,휘경2동,3825,4006,1216,1018,1070,1455,1539,1533
2016,동대문구,청량리동,2630,3064,833,749,1061,1254,736,1061
2016,동대문구,용신동,5396,5300,801,924,2662,2532,1933,1844
2016,동대문구,제기동,3510,4407,821,850,1449,1986,1240,1571
2016,동대문구,전농1동,3783,4408,1275,1320,1382,1584,1126,1504
2016,동대문구,전농2동,2161,2518,992,901,693,816,476,801
2016,동대문구,답십리1동,3657,4156,974,1097,1731,1645,952,1414
2016,동대문구,답십리2동,3006,3639,1136,1323,1218,1153,652,1163
2016,동대문구,장안1동,6075,5450,1714,1341,2842,2226,1519,1883
2016,동대문구,장안2동,4285,5279,1691,1754,1643,1864,951,1661
2016,동대문구,이문1동,4133,4899,847,1066,1341,1967,1945,1866
2016,동대문구,이문2동,2664,3031,604,382,1302,1613,758,1036
2016,중랑구,소계,60566,64823,24608,24608,21351,17417,14607,22798
2016,중랑구,면목2동,3721,3919,1539,1612,1382,1003,800,1304
2016,중랑구,면목4동,3012,3508,784,978,1500,1313,728,1217
2016,중랑구,면목5동,1731,2568,720,1327,645,575,366,666
2016,중랑구,면목7동,3231,3898,1073,1449,1369,1264,789,1185
2016,중랑구,상봉1동,3467,3705,1674,1508,988,766,805,1431
2016,중랑구,상봉2동,4307,3960,1714,1649,1435,1046,1158,1265
2016,중랑구,중화1동,3255,3377,1321,1391,1197,927,737,1059
2016,중랑구,중화2동,4146,4670,1571,1820,1564,1269,1011,1581
2016,중랑구,묵1동,4608,5128,1485,1402,1981,1821,1142,1905
2016,중랑구,묵2동,3781,3243,1447,1159,1522,1054,812,1030
2016,중랑구,망우3동,3138,2923,1701,1266,807,640,630,1017
2016,중랑구,신내1동,4731,4966,2261,1511,1418,1230,1052,2225
2016,중랑구,신내2동,2863,3347,1189,1247,997,854,677,1246
2016,중랑구,면목본동,5932,5759,2450,2318,2049,1441,1433,2000
2016,중랑구,면목3.8동,3957,4536,1789,2000,1270,1116,898,1420
2016,중랑구,망우본동,4686,5316,1890,1971,1227,1098,1569,2247
2016,성북구,소계,60000,70396,19693,19693,23758,29144,16549,21559
2016,성북구,돈암1동,1962,2254,710,781,736,758,516,715
2016,성북구,돈암2동,2700,2865,1037,936,1100,1085,563,844
2016,성북구,안암동,3133,3308,589,680,965,1387,1579,1241
2016,성북구,보문동,2543,2537,650,710,1156,1141,737,686
2016,성북구,정릉1동,2447,2711,1182,1109,736,801,529,801
2016,성북구,정릉2동,3324,3466,1622,1388,1029,1058,673,1020
2016,성북구,정릉3동,2347,2709,745,852,679,902,923,955
2016,성북구,정릉4동,3111,3323,1144,1001,1214,1201,753,1121
2016,성북구,길음1동,4628,5016,1467,943,2198,2353,963,1720
2016,성북구,길음2동,1916,5059,641,1539,858,2659,417,861
2016,성북구,월곡1동,3149,3524,1061,790,1341,1546,747,1188
2016,성북구,월곡2동,2909,3324,939,1121,1079,1182,891,1021
2016,성북구,장위1동,3145,4062,1279,1205,1312,1811,554,1046
2016,성북구,장위2동,2393,2860,1206,1050,718,979,469,831
2016,성북구,장위3동,1414,2333,530,648,616,1056,268,629
2016,성북구,성북동,2726,2945,727,795,1162,1204,837,946
2016,성북구,삼선동,3834,4338,1063,1270,1479,1788,1292,1280
2016,성북구,동선동,3261,3542,965,1057,947,1391,1349,1094
2016,성북구,종암동,5003,5337,1237,1067,2284,2326,1482,1944
2016,성북구,석관동,4055,4883,899,751,2149,2516,1007,1616
2016,강북구,소계,44791,48947,15955,15955,18876,18777,9960,14215
2016,강북구,번1동,3362,3584,1002,963,1471,1549,889,1072
2016,강북구,번2동,2148,2489,855,813,904,938,389,738
2016,강북구,번3동,1835,2187,521,515,938,1026,376,646
2016,강북구,수유1동,3383,3449,1400,1362,1262,1160,721,927
2016,강북구,수유2동,3021,3314,1210,970,1237,1369,574,975
2016,강북구,수유3동,4354,4246,1460,1374,1765,1621,1129,1251
2016,강북구,삼양동,3964,4359,1702,1711,1435,1404,827,1244
2016,강북구,미아동,3817,3971,1448,1569,1440,1350,929,1052
2016,강북구,송중동,3415,5187,934,1793,1635,2091,846,1303
2016,강북구,송천동,4513,4436,1601,1624,2024,1521,888,1291
2016,강북구,삼각산동,3544,4056,881,714,1826,1902,837,1440
2016,강북구,우이동,3135,3077,1113,840,1354,1331,668,906
2016,강북구,인수동,4300,4592,1828,1707,1585,1515,887,1370
2016,도봉구,소계,44836,48607,15745,15745,18310,16231,10781,16631
2016,도봉구,쌍문1동,3006,3092,740,742,1631,1358,635,992
2016,도봉구,쌍문2동,3025,3238,1345,1446,1053,889,627,903
2016,도봉구,쌍문3동,2496,2805,785,1046,1093,947,618,812
2016,도봉구,쌍문4동,2387,2770,1228,1210,706,754,453,806
2016,도봉구,방학1동,4391,4695,1846,1672,1521,1366,1024,1657
2016,도봉구,방학2동,3065,3343,1304,1421,1049,851,712,1071
2016,도봉구,방학3동,3105,3631,1384,1272,1014,1059,707,1300
2016,도봉구,창1동,3441,3702,1187,1135,1382,1300,872,1267
2016,도봉구,창2동,4192,3959,1314,1228,2106,1439,772,1292
2016,도봉구,창3동,2023,2290,530,688,1094,938,399,664
2016,도봉구,창4동,3210,3773,810,663,1468,1625,932,1485
2016,도봉구,창5동,3365,3730,1221,1089,1288,1361,856,1280
2016,도봉구,도봉1동,3431,3281,1086,990,1355,893,990,1398
2016,도봉구,도봉2동,3699,4298,965,1143,1550,1451,1184,1704
2016,노원구,소계,72249,81176,26140,26140,25665,24363,20444,30673
2016,노원구,월계1동,4676,3309,1163,527,2124,1410,1389,1372
2016,노원구,월계2동,2457,4229,399,1152,1485,1704,573,1373
2016,노원구,월계3동,3639,4486,863,1109,1849,1521,927,1856
2016,노원구,공릉2동,5556,6567,1248,1438,1885,1766,2423,3363
2016,노원구,하계1동,4227,3969,1356,1175,1226,1289,1645,1505
2016,노원구,하계2동,2688,3065,1203,1199,941,948,544,918
2016,노원구,중계본동,3196,3704,1337,1256,994,1173,865,1275
2016,노원구,중계1동,3565,3949,1469,1662,1253,1222,843,1065
2016,노원구,중계4동,2855,3217,1476,1338,738,803,641,1076
2016,노원구,상계1동,4552,5177,1508,1153,1625,1633,1419,2391
2016,노원구,상계2동,3461,3559,1966,1584,697,856,798,1119
2016,노원구,상계5동,3768,4120,2012,1760,892,1033,864,1327
2016,노원구,상계8동,3455,4302,1186,1429,1334,1100,935,1773
2016,노원구,상계9동,2795,3474,1356,1392,779,796,660,1286
2016,노원구,상계10동,2767,3455,1072,1366,973,914,722,1175
2016,노원구,상계3.4동,2990,4718,1166,1817,949,1256,875,1645
2016,노원구,상계6.7동,5697,5201,2202,1635,2245,1625,1250,1941
2016,노원구,중계2.3동,3758,4781,1367,1675,1385,1402,1006,1704
2016,노원구,공릉1동,6147,5894,1791,1473,2291,1912,2065,2509
2016,은평구,소계,74864,82925,33453,33453,23255,20740,18156,28732
2016,은평구,녹번동,5841,5271,2888,2054,1734,1402,1219,1815
2016,은평구,불광1동,6197,6332,2474,2182,2070,1741,1653,2409
2016,은평구,갈현1동,3978,3963,1910,1532,990,750,1078,1681
2016,은평구,갈현2동,5099,4650,2804,2063,1176,965,1119,1622
2016,은평구,구산동,4859,4917,2527,2114,1241,1008,1091,1795
2016,은평구,대조동,5839,5771,2746,2476,1524,1296,1569,1999
2016,은평구,응암1동,4163,9237,2006,4891,1175,1973,982,2373
2016,은평구,응암2동,2970,6346,1125,3306,1184,1555,661,1485
2016,은평구,신사1동,4371,4557,2225,2057,1297,1064,849,1436
2016,은평구,신사2동,3375,3417,1405,1372,1225,935,745,1110
2016,은평구,증산동,2628,3163,830,901,1177,1197,621,1065
2016,은평구,수색동,1745,2433,395,581,745,838,605,1014
2016,은평구,진관동,5784,5722,1398,874,2248,1884,2138,2964
2016,은평구,불광2동,4959,4471,2368,1702,1333,924,1258,1845
2016,은평구,응암3동,4657,4750,1807,1790,1866,1517,984,1443
2016,은평구,역촌동,8399,7925,4545,3558,2270,1691,1584,2676
2016,서대문구,소계,55152,54236,14917,14917,24253,21666,15982,17653
2016,서대문구,천연동,2636,2943,429,480,1377,1425,830,1038
2016,서대문구,홍제1동,4011,3538,1282,991,1798,1357,931,1190
2016,서대문구,홍제3동,2484,2707,939,851,972,1021,573,835
2016,서대문구,홍제2동,1922,2168,607,571,849,900,466,697
2016,서대문구,홍은1동,2469,3489,712,1083,1067,1281,690,1125
2016,서대문구,홍은2동,4796,4610,1938,1441,1758,1626,1100,1543
2016,서대문구,남가좌1동,6726,1375,2373,426,2967,456,1386,493
2016,서대문구,남가좌2동,3471,7478,1148,3402,1186,2386,1137,1690
2016,서대문구,북가좌1동,3248,3347,957,1016,1519,1334,772,997
2016,서대문구,북가좌2동,5395,5347,1894,1334,2397,2288,1104,1725
2016,서대문구,충현동,2943,3141,488,679,1543,1383,912,1079
2016,서대문구,북아현동,3841,2094,618,399,2269,978,954,717
2016,서대문구,신촌동,4931,4995,403,581,1829,2409,2699,2005
2016,서대문구,연희동,6279,7004,1129,1663,2722,2822,2428,2519
2016,마포구,소계,62642,72793,18248,18248,24297,31508,20097,23037
2016,마포구,용강동,3366,3284,1071,938,1335,1328,960,1018
2016,마포구,대흥동,2631,3789,797,975,734,1698,1100,1116
2016,마포구,염리동,1794,5638,619,1832,569,2607,606,1199
2016,마포구,신수동,5107,3447,1958,1017,1910,1329,1239,1101
2016,마포구,서교동,5620,6445,1409,1834,2074,2547,2137,2064
2016,마포구,합정동,4339,4096,1318,1170,1572,1397,1449,1529
2016,마포구,망원1동,3692,4231,1558,1432,1078,1473,1056,1326
2016,마포구,망원2동,2978,3388,1426,1124,793,1181,759,1083
2016,마포구,연남동,3173,3809,829,922,1141,1754,1203,1133
2016,마포구,성산1동,3233,3794,1388,1203,947,1408,898,1183
2016,마포구,성산2동,5023,5354,1254,945,2085,2335,1684,2074
2016,마포구,상암동,4163,4448,747,499,1853,2031,1563,1918
2016,마포구,도화동,3244,3448,583,739,1582,1611,1079,1098
2016,마포구,서강동,4368,4945,1214,1388,1616,1941,1538,1616
2016,마포구,공덕동,5884,5768,1284,902,2885,3010,1715,1856
2016,마포구,아현동,4027,6909,793,1328,2123,3858,1111,1723
2016,양천구,소계,65385,74404,24067,24067,25381,26513,15937,23824
2016,양천구,목1동,3807,4378,1221,1288,1622,1845,964,1245
2016,양천구,목2동,5002,5030,1128,1065,2486,2138,1388,1827
2016,양천구,목3동,3662,3841,876,838,1897,1815,889,1188
2016,양천구,목4동,3851,4038,1406,1116,1552,1632,893,1290
2016,양천구,신월1동,3027,3596,787,731,1401,1476,839,1389
2016,양천구,신월2동,3599,3597,2018,1485,868,1016,713,1096
2016,양천구,신월3동,2623,2880,804,610,982,963,837,1307
2016,양천구,신월4동,2696,2718,1670,1150,495,676,531,892
2016,양천구,신월5동,2277,2522,469,389,1247,1128,561,1005
2016,양천구,신월6동,975,4860,497,3044,222,902,256,914
2016,양천구,신월7동,3042,3543,1490,1177,799,954,753,1412
2016,양천구,신정1동,5282,2461,2675,945,1623,766,984,750
2016,양천구,신정2동,2470,2956,837,1084,1001,1034,632,838
2016,양천구,신정3동,6466,9158,2781,3291,2335,3027,1350,2840
2016,양천구,신정6동,3031,3647,1198,1427,1108,1175,725,1045
2016,양천구,신정7동,3371,4132,1135,1338,1428,1580,808,1214
2016,양천구,목5동,4416,5137,872,1345,2261,2294,1283,1498
2016,양천구,신정4동,5788,5910,2203,1744,2054,2092,1531,2074
2016,강서구,소계,95852,93011,33063,33063,35464,24866,27325,35082
2016,강서구,염창동,4722,6038,1233,1633,2030,2125,1459,2280
2016,강서구,등촌1동,4623,4436,1542,1658,1611,1131,1470,1647
2016,강서구,등촌2동,3634,3400,907,977,1839,1391,888,1032
2016,강서구,등촌3동,3985,4669,1239,1674,1555,1370,1191,1625
2016,강서구,화곡본동,6064,6301,1945,2347,2355,1539,1764,2415
2016,강서구,화곡2동,3268,3232,1206,1343,1348,804,714,1085
2016,강서구,화곡3동,3374,3839,1329,1537,1145,1068,900,1234
2016,강서구,화곡4동,3248,3439,981,1013,1553,1180,714,1246
2016,강서구,화곡6동,4123,4279,1611,1496,1251,1086,1261,1697
2016,강서구,화곡8동,4220,4543,1390,1716,1816,1183,1014,1644
2016,강서구,가양1동,6903,4597,2044,1558,2198,1181,2661,1858
2016,강서구,가양2동,1979,2302,587,827,753,557,639,918
2016,강서구,가양3동,2026,2631,602,853,814,819,610,959
2016,강서구,발산1동,4580,5265,2005,2114,1337,1254,1238,1897
2016,강서구,공항동,6851,3392,2711,1187,2787,619,1353,1586
2016,강서구,방화1동,8639,6459,3820,2519,2670,1251,2149,2689
2016,강서구,방화2동,3886,4065,1599,1729,858,633,1429,1703
2016,강서구,방화3동,3294,3903,1302,1570,866,768,1126,1565
2016,강서구,화곡1동,9994,9290,2237,2558,4682,3081,3075,3651
2016,강서구,우장산동,6439,6931,2773,2754,1996,1826,1670,2351
2016,구로구,소계,54368,61558,14722,14722,19444,19205,20202,27631
2016,구로구,신도림동,4328,4749,924,652,2059,2184,1345,1913
2016,구로구,구로1동,2167,2645,385,408,854,859,928,1378
2016,구로구,구로3동,4997,5733,843,974,1963,2269,2191,2490
2016,구로구,구로4동,3439,4417,1074,1282,1243,1387,1122,1748
2016,구로구,구로5동,5657,5859,1065,1175,2427,2147,2165,2537
2016,구로구,고척1동,2974,3352,1085,1023,1003,1012,886,1317
2016,구로구,고척2동,3929,4118,1361,1291,1618,1311,950,1516
2016,구로구,개봉2동,4093,4469,1224,1177,1225,1160,1644,2132
2016,구로구,개봉3동,2562,2872,783,768,551,550,1228,1554
2016,구로구,오류1동,3298,3507,906,921,1016,884,1376,1702
2016,구로구,오류2동,4630,5238,1099,992,1473,1378,2058,2868
2016,구로구,수궁동,3264,3374,778,702,1062,808,1424,1864
2016,구로구,가리봉동,1357,1969,301,519,602,721,454,729
2016,구로구,구로2동,3334,4552,1166,1366,1046,1319,1122,1867
2016,구로구,개봉1동,4339,4704,1728,1472,1302,1216,1309,2016
2016,금천구,소계,34870,36528,11451,11451,11013,9369,12406,15708
2016,금천구,가산동,4525,4706,544,873,1602,1677,2379,2156
2016,금천구,독산1동,8695,5855,2148,887,3008,1662,3539,3306
2016,금천구,독산2동,2611,3189,1240,1391,658,627,713,1171
2016,금천구,독산3동,3152,3917,727,1041,1580,1467,845,1409
2016,금천구,독산4동,2054,2768,895,1220,602,570,557,978
2016,금천구,시흥1동,5181,5570,2023,2062,1337,1121,1821,2387
2016,금천구,시흥2동,2310,2673,775,804,848,722,687,1147
2016,금천구,시흥3동,1206,1678,369,405,296,367,541,906
2016,금천구,시흥4동,2448,3205,1310,1455,509,589,629,1161
2016,금천구,시흥5동,2688,2967,1420,1313,573,567,695,1087
2016,영등포구,소계,61308,71785,17380,17380,23422,29393,20506,25012
2016,영등포구,여의동,3707,4070,296,315,2155,2250,1256,1505
2016,영등포구,당산1동,3535,3823,944,954,1293,1528,1298,1341
2016,영등포구,당산2동,6605,6389,1166,1252,2754,2783,2685,2354
2016,영등포구,양평1동,3095,3280,659,671,1285,1465,1151,1144
2016,영등포구,양평2동,3468,3312,593,509,1585,1531,1290,1272
2016,영등포구,신길1동,3572,3825,1109,886,1143,1576,1320,1363
2016,영등포구,신길3동,4530,2943,2204,1130,1511,889,815,924
2016,영등포구,신길4동,1438,2812,732,1185,371,837,335,790
2016,영등포구,신길5동,1970,4151,1065,1865,471,1249,434,1037
2016,영등포구,신길6동,3198,5257,1029,1416,1338,2348,831,1493
2016,영등포구,신길7동,2711,4763,419,1122,828,1810,1464,1831
2016,영등포구,대림1동,2572,3495,1037,954,919,1402,616,1139
2016,영등포구,대림2동,1688,2585,471,491,733,1176,484,918
2016,영등포구,대림3동,3589,4289,1296,847,1266,1793,1027,1649
2016,영등포구,영등포본동,3275,3843,1249,975,973,1442,1053,1426
2016,영등포구,영등포동,5099,4576,956,1010,1891,1821,2252,1745
2016,영등포구,도림동,3318,3803,1214,1029,1147,1459,957,1315
2016,영등포구,문래동,3938,4569,941,769,1759,2034,1238,1766
2016,동작구,소계,66425,68243,15963,15963,29101,27605,21361,24675
2016,동작구,노량진2동,2246,2574,570,698,735,754,941,1122
2016,동작구,상도1동,7566,8377,1289,1583,3095,3729,3182,3065
2016,동작구,상도2동,7437,4705,2834,1560,3003,1510,1600,1635
2016,동작구,상도3동,4520,4128,1712,1554,1713,1237,1095,1337
2016,동작구,상도4동,4578,4412,1655,1505,1791,1360,1132,1547
2016,동작구,사당1동,4685,4726,762,743,2283,2276,1640,1707
2016,동작구,사당3동,3698,4014,1040,921,1641,1708,1017,1385
2016,동작구,사당4동,2486,2783,803,836,997,1062,686,885
2016,동작구,사당5동,2105,2550,633,698,910,1089,562,763
2016,동작구,대방동,6697,6464,1475,1395,3085,2591,2137,2478
2016,동작구,신대방1동,3350,3470,369,343,2019,1915,962,1212
2016,동작구,신대방2동,3744,4006,817,1116,1682,1544,1245,1346
2016,동작구,흑석동,3759,4887,531,766,1800,2363,1428,1758
2016,동작구,노량진1동,5474,6046,990,1384,2006,1983,2478,2679
2016,동작구,사당2동,4080,5101,483,861,2341,2484,1256,1756
2016,관악구,소계,91198,96179,26502,26502,28095,32592,36601,37085
2016,관악구,보라매동,3803,4204,1286,1077,1418,1635,1099,1492
2016,관악구,청림동,2225,2551,584,513,1032,1101,609,937
2016,관악구,행운동,6449,6441,1735,1892,1975,2203,2739,2346
2016,관악구,낙성대동,4298,4477,1163,1405,1070,1345,2065,1727
2016,관악구,중앙동,3299,3279,1087,1167,896,984,1316,1128
2016,관악구,인헌동,4808,5055,1158,1258,1658,1761,1992,2036
2016,관악구,남현동,4041,3730,352,287,2001,1801,1688,1642
2016,관악구,서원동,5062,5341,1649,1718,1376,1633,2037,1990
2016,관악구,신원동,3601,3693,1236,1213,993,1162,1372,1318
2016,관악구,서림동,5766,5903,1612,1649,1578,1736,2576,2518
2016,관악구,신사동,4386,4841,1265,1401,1415,1687,1706,1753
2016,관악구,신림동,6602,5987,1409,1408,1601,2093,3592,2486
2016,관악구,난향동,2096,2413,822,667,700,716,574,1030
2016,관악구,조원동,3766,3760,905,825,1402,1549,1459,1386
2016,관악구,대학동,6229,5863,1168,1383,1639,1736,3422,2744
2016,관악구,은천동,4851,5552,1767,1579,1554,1870,1530,2103
2016,관악구,성현동,3752,4197,1322,943,1442,1829,988,1425
2016,관악구,청룡동,6001,7165,1607,2374,1469,2213,2925,2578
2016,관악구,난곡동,3485,3865,1595,1348,949,1016,941,1501
2016,관악구,삼성동,2412,3092,916,900,743,940,753,1252
2016,관악구,미성동,4266,4770,1864,1495,1184,1582,1218,1693
2016,서초구,소계,71136,74319,19100,19100,30999,30075,21037,25144
2016,서초구,서초1동,3876,4036,1089,1074,1385,1441,1402,1521
2016,서초구,서초2동,3396,3869,793,944,1393,1570,1210,1355
2016,서초구,서초3동,4823,5383,1188,1328,1927,2067,1708,1988
2016,서초구,서초4동,3417,3707,1060,1018,1347,1455,1010,1234
2016,서초구,잠원동,6254,5558,1593,1257,3068,2611,1593,1690
2016,서초구,반포본동,1650,2096,514,916,794,739,342,441
2016,서초구,반포1동,4822,5408,1016,1201,2232,2364,1574,1843
2016,서초구,반포2동,5865,2446,2397,783,2547,1022,921,641
2016,서초구,반포3동,2395,4217,789,1907,967,1424,639,886
2016,서초구,반포4동,2683,3016,858,1032,1073,1060,752,924
2016,서초구,방배본동,3414,3680,1116,1249,1542,1587,756,844
2016,서초구,방배1동,2889,3373,965,1070,1176,1260,748,1043
2016,서초구,방배2동,4182,4988,1083,1147,1898,2251,1201,1590
2016,서초구,방배3동,3298,3773,1082,1072,1321,1486,895,1215
2016,서초구,방배4동,4690,4832,1477,1474,2059,2040,1154,1318
2016,서초구,양재1동,6299,6752,1022,781,2875,2830,2402,3141
2016,서초구,양재2동,4451,4524,533,565,2185,1835,1733,2124
2016,서초구,내곡동,2732,2661,525,282,1210,1033,997,1346
2016,강남구,소계,95358,108949,29827,29827,34525,40474,31006,38648
2016,강남구,신사동,2577,3003,607,693,1164,1416,806,894
2016,강남구,논현1동,5530,6187,1125,1239,2213,2629,2192,2319
2016,강남구,논현2동,4586,5199,1531,1547,1511,1938,1544,1714
2016,강남구,삼성1동,2596,2936,967,1006,911,1042,718,888
2016,강남구,삼성2동,5386,6042,1938,2039,1746,2085,1702,1918
2016,강남구,대치1동,4626,3147,1770,1380,1764,997,1092,770
2016,강남구,대치4동,4974,5414,1447,1345,1522,1966,2005,2103
2016,강남구,역삼1동,9885,10231,1929,2011,3442,4026,4514,4194
2016,강남구,역삼2동,7387,6906,2433,2053,2788,2511,2166,2342
2016,강남구,도곡1동,3886,3712,959,942,1730,1464,1197,1306
2016,강남구,도곡2동,4466,5102,1650,1853,1575,1712,1241,1537
2016,강남구,개포1동,2989,3638,1574,1115,692,1195,723,1328
2016,강남구,개포4동,2496,6177,621,1982,1071,2216,804,1979
